Est,Year,area
Umpqua_river,1985.0,4.4316018360000005
Umpqua_river,1988.0,3.8430979069999998
Umpqua_river,1991.0,3.536206474
Umpqua_river,1994.0,2.8677935100000003
Umpqua_river,1997.0,3.612322047
Umpqua_river,2000.0,3.240968725
Umpqua_river,2003.0,3.392507115
Umpqua_river,2006.0,3.123939544
Umpqua_river,2009.0,2.8332940329999996
Umpqua_river,2012.0,3.272840341
Umpqua_river,2015.0,3.126499439
