Est,Year,area
Alsea_bay,1985.0,7.633227282
Alsea_bay,1988.0,7.410095684000001
Alsea_bay,1991.0,6.364183453
Alsea_bay,1994.0,6.0224990290000004
Alsea_bay,1997.0,7.014671482999999
Alsea_bay,2000.0,6.161849770000001
Alsea_bay,2003.0,6.091471703
Alsea_bay,2006.0,4.883021762
Alsea_bay,2009.0,5.004501854
Alsea_bay,2012.0,6.057824373
Alsea_bay,2015.0,5.310446607
